Det betyder att programmet försöker skriva till eller läsa från en minnesadress som inte är tillåten (t.ex. en adress utanför programmet eller en del av minnet som inte är allokerat).    \nImplementera ett program som medvetet leder till segmentation fault, t.ex. som demonstrerat av nedanstående pseudokod.	This means that the program is trying to write to or read from an address in memory that is not allowed (e.g., an address outside the program or a part of memory that is not allocated).    \nImplement a program that intentionally leads to a segmentation fault, for example, as demonstrated by the following pseudocode.
Det blir __C0__ efter som	It becomes __C0__ thereafter
Det blir __C0__ eftersom __C1__ och __C2__ code__C3__Byte.MinValue == -128__C4__ och	It becomes __C0__ because __C1__ and __C2__ code__C3__Byte.MinValue == -128__C4__ and
Det blir __C0__ eftersom det nästlade anropet motsvarar	It becomes __C0__ because the nested call corresponds
Det blir dessutom väldigt tydligt för alla som läser din kod, inklusive du själv, att ett värde kan saknas.	It becomes extremely clear to everyone reading your code, including yourself, that a value may be missing.
Det blir då ingen äkta matris i strikt matematisk mening, men man kallar ofta ändå en sådan struktur för en ''matris''. Vilken typ har variablerna __C0__, __C1__, __C2__ och __C3__ nedan?	Then there is no actual matrix in a strict mathematical sense, but one often calls such a structure a ``matrix'' anyway. What type are the variables __C0__, __C1__, __C2__, and __C3__ below?
Det blir då möjligt för dig att lämna in ändringar och trycka upp dem, även om du inte har rättigheter att leverera (''pusha'') till originalet.	This then allows you to submit changes and print them, even if you don't have the rights to deliver (''push'') to the original.
Det blir fel i uttrycket ovan som försöker sortera en sekvens med instanser av __C0__ direkt med metoden __C1__:\n__C2__\nDet blir fel eftersom kompilatorn inte hittar någon ordningsdefinition för dina egna klasser.	The expression above that tries to sort a sequence of instances of __C0__ directly with method __C1__ results in an error:\n__C2__\nThis is because the compiler cannot find any ordering definition for your own classes.
Det blir fel i uttrycket ovan som försöker sortera en sekvens med instanser av __C0__ direkt med metoden __C1__:\n__C2__\nDet blir fel eftersom kompilatorn inte hittar någon ordningsdefinition för dina egna klasser. Senare i kursen ska vi se hur vi kan skapa egna ordningar om man vill få __C3__ att fungera på sekvenser med instanser av egna klasser, men ofta räcker det fint med __C4__ och __C5__.	There is an error in the expression above that tries to sort a sequence of instances of __C0__ directly with method __C1__:\n__C2__\nThe error occurs because the compiler cannot find any ordering definition for your own classes. Later in the course, we will see how we can create our own orderings if you want __C3__ to work on sequences of instances of your own classes, but often __C4__ and __C5__ are sufficient.
Det blir kompileringsfel då metoden __C0__ ej existerar för godtycklig typ.	There will be a compile error since the method __C0__ does not exist for arbitrary types.
Det blir kompileringsfel eftersom konstruktorn är privat.	There is a compile error because the constructor is private.
Det blir kompileringsfel om kompilatorn inte hittar ett givet värde för den typ som avses.	A compile error occurs if the compiler does not find a given value for the type in question.
Det blir kompileringsfel:	There is a compile error:
Det blir lätt väldigt kryptiskt med namn som består av flera specialtecken.	It can become very cryptic with names consisting of multiple special characters.
Det blir också mindre rörigt och lättare för alla att hitta i projektets kataloger om dina kodfiler placeras i en given struktur som är allmänt accepterad.\nPlacera därför gärna dina kodfiler i underkataloger enligt strukturen som visas i figur __C0__.	It will also be less cluttered and easier for everyone to find in the project's directories if your code files are placed in a given structure that is generally accepted.\nTherefore, please place your code files in subdirectories according to the structure shown in figure __C0__.
Det blir problem med nedan försök att göra __C0__ generisk.	There is an issue with the following attempt to make __C0__ generic.
Det blir problem med nedan försök att göra __C0__ generisk. Hur lyder felmeddelandet? Vad saknas enligt felmeddelandet?\n__C1__\nscala> def isSorted[T](xs: Seq[T]): Boolean = xs == xs.sorted	There's an issue with the attempt below to make __C0__ generic. What does the error message say? According to the error message, what is missing?\n__C1__\nscala> def isSorted[T](xs: Seq[T]): Boolean = xs == xs.sorted
Det enda sättet att förändra tillståndet för en __C0__ ska vara (förutom att anropa __C1__) att anropa __C2__ med en __C3__ som beskriver tillståndsförändringen.	The only way to change the state of a __C0__ should be (besides calling __C1__) to call __C2__ with a __C3__ that describes the state change.
Det enda sättet att förändra tillståndet för en __C0__ ska vara (förutom att anropa __C1__) att anropa __C2__ med en __C3__ som beskriver tillståndsförändringen. Vid en första anblick kan detta kan verka lite väl bökigt, men när ändringshistoriken ska implementeras kommer det vara till stor hjälp att det finns en __C4__ som representerar varje ändring.	The only way to change the state of a __C0__ should be (besides calling __C1__) to call __C2__ with a __C3__ that describes the state change. At first glance, this might seem a bit cumbersome, but when implementing the change history, it will be very helpful to have a __C4__ representing each change.
Det enklare fallet: Gör fördjupningsuppgift __C0____C1__''Metoden __C2__''__C3__ och implementera __C4__ för innehållslikhet utan arv.	The easier case: Do the in-depth assignment __C0__ __C1__ ``The __C2__ method'' __C3__ and implement __C4__ for structural equality without inheritance.
Det fantastiska med programmering är att dina egna intellektuella konstruktioner faktiskt __C0__ något som just __C1__ har bestämt!	The fantastic thing about programming is that your own intellectual constructions actually __C0__ something that just __C1__ has determined!
Det fantastiska med programmering är att dina egna intellektuella konstruktioner faktiskt __C0____C1__gör__C2__ något som just __C3____C4__du__C5__ har bestämt!	The fantastic thing about programming is that your own intellectual constructions actually __C0__ __C1__do__C2__ something exactly as __C3__ __C4__you__C5__ have decided!
Det finns __C0__ __C1__ av __C2__, __C3__ och __C4__:	There are __C0__ __C1__ of __C2__, __C3__ and __C4__:
Det finns __C0__ olika sorters mönster.	There are __C0__ different types of patterns.
Det finns __C0__:\n__C1__\nKommentarer påverkar inte hur maskinen exekverar koden, men hjälper människor att använda koden och verktyg att visa hjälp.	There are __C0__:\n__C1__\nComments do not affect how the machine executes the code, but help people use the code and tools to show help.
Det finns __C0____C1__mer specifika__C2__ __C3____C4__subtyper__C5__ av __C6__, __C7__ och __C8__:	Det finns __C0____C1__mer specifika__C2__ __C3____C4__subtyper__C5__ av __C6__, __C7__ och __C8__:
Det finns __C0____C1__många__C2__ olika sorters mönster.	Det finns __C0____C1__många__C2__ olika sorters mönster.
Det finns __C0____C1__tre olika sorters kommentarer__C2__:\n__C3__\nKommentarer påverkar inte hur maskinen exekverar koden, men hjälper människor att använda koden och verktyg att visa hjälp.	Det finns __C0____C1__tre olika sorters kommentarer__C2__:\n__C3__\nKommentarer påverkar inte hur maskinen exekverar koden, men hjälper människor att använda koden och verktyg att visa hjälp.
Det finns alltså just nu olika innehåll i ditt workspace och i staging area.	There is therefore currently different content in your workspace and in the staging area.
Det finns bara 3 element och index räknas från 0 i sekvenssamlingar.	There are only 3 elements and indexing starts at 0 in sequence collections.
Det finns bra __C0__ -specifika editorer som __C1__, __C2__, och __C3__. Men __C4__ hanterar det också bra med __C5__-tillägget.	There are good __C0__ -specific editors like __C1__, __C2__, and __C3__. But __C4__ also handles it well with the __C5__-plugin.
Det finns bra instruktioner om hur du installerar Git på din egen maskin här:	There are good instructions on how you install Git on your own machine here:
Det finns bättre och sämre frågor vad gäller hur mycket man kan lära sig av svaret, men __C0____C1__all undran är en chans__C2__ att i dialog utbyta erfarenheter och lärande.	There are better and worse questions when it comes to how much you can learn from the answer, but __C0__ __C1__ all wondering is a chance __C2__ to exchange experiences and learning in dialogue.
Det finns dock vissa nackdelar med __C0__ i Java	There are however some disadvantages with __C0__ in Java
Det finns dock vissa nackdelar med __C0__ i Java__C1__(som inte gäller för __C2__ i Scala):	There are however some disadvantages with __C0__ in Java__C1__ (that do not apply to __C2__ in Scala):
Det finns en bugg i __C0__ -- rätta buggen och testa så att den fungerar.	There is a bug in __C0__ -- fix the bug and test to make sure it works.
Det finns en metod vid namn __C0__ som kan användas på objekt av __C1____C2__godtycklig__C3__ typ för att __C4____C5__skapa par__C6__:	There is a method named __C0__ that can be used on objects of any __C1__ __C2__arbitrary__C3__ type to __C4__ __C5__create pairs__C6__.
Det finns en mängd olika optioner som du kan lägga till för att styra vad Scala CLI ska göra.	There are many different options you can add to control what the Scala CLI should do.
Det finns en mängd olika optioner som du kan lägga till för att styra vad Scala CLI ska göra. Se exempel nedan och förklaringar i efterföljande tabell:	There are a variety of options you can add to control what the Scala CLI does. See the examples below and explanations in the following table:
Det finns en mängd olika optioner som du kan lägga till för att styra vad Scala CLI ska göra. Se exempel nedan och förklaringar i efterföljande tabell:\n__C0__\nscala run . -S 3.8.3 -O -unchecked --dep se.lth.cs::introprog::1.4.0 -w	There are many different options you can add to control what the Scala CLI should do. See examples below and explanations in the following table:\n__C0__\nscala run . -S 3.8.3 -O -unchecked --dep se.lth.cs::introprog::1.4.0 -w
Det finns en risk att hantering av undantag glöms bort.	There is a risk that exception handling may be forgotten.
Det finns en risk att hantering av undantag glöms bort.__C0__Vad händer då?	There is a risk that exception handling may be forgotten.__C0__What happens then?
Det finns en risk att hantering av undantag glöms bort.__C0__Vad händer då? __C1____C2__Pang!__C3__ -- det blir körtidsfel och tvärstopp :(	There is a risk that exception handling might be forgotten.__C0__What happens then? __C1____C2__Bang!__C3__ -- it becomes runtime error and crash :(
Det finns en sekvenssamlingsmetod som skapar en sekvens med unika element ur en sekvens och behåller den ursprungliga ordningen.	There is a sequence collection method that creates a sequence with unique elements from a sequence while preserving the original order.
Det finns en välskriven bok kallad __C0__ som förklarar Git på djupet och är tillgänglig fritt här: \n__C1__.\nLäs kapitel 1 och 2 så får du en bra grund att stå på.	There is a well-written book called __C0__ that explains Git in depth and is available for free here: \n__C1__.\nRead chapters 1 and 2 to get a good foundation.
Det finns en välskriven bok kallad __C0____C1__''Pro Git''__C2__ som förklarar Git på djupet och är tillgänglig fritt här: \n__C3__.\nLäs kapitel 1 och 2 så får du en bra grund att stå på.	Det finns en välskriven bok kallad __C0____C1__''Pro Git''__C2__ som förklarar Git på djupet och är tillgänglig fritt här: \n__C3__.\nLäs kapitel 1 och 2 så får du en bra grund att stå på.
Det finns ett __C0__ kortare sätt att skriva en anonym funktion __C1__ typen kan härledas __C2__ den bara använder sin parameter __C3__; då går funktionslitteraler att skriva med s.k. __C4__ som använder understreck, till exempel __C5__ och som automatiskt expanderas av kompilatorn till __C6__ (namnet på parametern spelar ingen roll; kompilatorn väljer något eget, internt namn).	There is a __C0__ shorter way to write an anonymous function __C1__ type can be inferred __C2__ it only uses its parameter __C3__; then function literals can be written with s.k. __C4__ which use underscores, for example __C5__ and which are automatically expanded by the compiler to __C6__ (the name of the parameter doesn't matter; the compiler chooses a random internal name).
Det finns ett antal användbara kortkommando som du hittar i menyerna i Kojo Desktop. Undersök speciellt Ctrl+Alt+Mellanslag som ger autokomplettering baserat på det du börjat skriva.	There are several handy shortcuts you can find in the menus of Kojo Desktop. Specifically, investigate Ctrl+Alt+Space which provides auto-completion based on what you have started typing.
Det finns ett färdigimplementerat filter, __C0__, som kan användas för testsyften; detta filter gör inget annat än kopierar alla bildpunkter till en ny bild och har således ingen editerande effekt.	There is a fully implemented filter, __C0__, which can be used for testing purposes; this filter does nothing but copy all the image points to a new image and thus has no editing effect.
Det finns fler olika sätt att ordna sekvenser efter olika kriterier.	There are also several other ways to sort sequences according to different criteria.
Det finns fler olika sätt att ordna sekvenser efter olika kriterier. För  grundtyperna __C0__, __C1__, __C2__, etc., finns inbyggda ordningar som gör att sekvenssamlingsmetoden __C3__ fungerar utan vidare argument (om du är nöjd med den inbyggda ordningsdefinitionen). Det finns också metoderna __C4__ och __C5__ om du vill ordna en sekvens med element av någon grundtyp efter egna ordningsdefinitioner eller om du har egna klasser i din sekvens.\n__C6__\nDeklarera ovan i REPL och para ihop uttryck nedan med rätt resultat.\n__C7____C8____C9__Tips:__C10__ Stora bokstäver sorteras före små bokstäver i den inbyggda ordningen för grundtyperna __C11__ och __C12__. Dessutom har svenska tecken knasig ordning.__C13____C14__Ordningen kommer ursprungligen från föråldrade teckenkodningsstandarder:    __C15____C16__\n__C17__Läs om sorteringsmetoderna i snabbreferensen och prova i REPL.	There are several ways to sort sequences according to different criteria. For basic types __C0__, __C1__, __C2__, etc., there are built-in orderings that make the sequence collection method __C3__ work out of the box (if you are satisfied with the built-in ordering definition). There are also methods __C4__ and __C5__ if you want to sort a sequence of elements of any basic type according to your own ordering definitions or if you have custom classes in your sequence.\n__C6__\nDeclare the above in the REPL and match the expressions below with their correct results.\n__C7____C8____C9__Tip:__C10__ Capital letters are sorted before small letters in the built-in ordering for basic types __C11__ and __C12__. Additionally, Swedish characters have a sharp order.__C13____C14__The order comes originally from outdated character encoding standards:    __C15____C16__\n__C17__Read about the sorting methods in the quick reference and try them out in the REPL.
Det finns flera JDK-distributioner att välja mellan, varav OpenJDK och Oracle JDK är två exempel. Vi använder OpenJDK i kursen, som kan installeras via __C0__ __C1__.	There are several JDK distributions to choose from, with OpenJDK and Oracle JDK being two examples. We use OpenJDK in the course, which can be installed via __C0__ __C1__.
Det finns flera olika modeller för hur kodlagringen sker:	There are several different models for how code storage occurs:
Det finns flera olika sätt att köra terminalkommando i Windows:	There are several different ways to run terminal commands in Windows:
Det finns flera utvecklingsmiljöer att välja mellan, som kan användas för både Scala och Java.	There are several development environments to choose from, which can be used for both Scala and Java.
Det finns förståss även __C0__ som har dubbelt omfång jämfört med __C1__, medan __C2__ kan ha godtyckligt många siffror (ända tills minnet tar slut) och kan därmed representera ofantligt stora tal.	There are also __C0__ with double the scope compared to __C1__, while __C2__ can have any number of digits (until memory runs out) and can therefore represent unimaginably large numbers.
Det finns givna ordningar för alla grundtyper i standardbiblioteket, alltså t.ex. __C0__, __C1__, etc.\nTesta så att kompilatorn hittar ordningen för samlingar med värden av några grundtyper.	There are given orderings for all basic types in the standard library, such as __C0__, __C1__, etc.\nTest to make sure the compiler finds the ordering for collections with values of some basic types.
Det finns givna ordningar för alla grundtyper i standardbiblioteket, alltså t.ex. __C0__, __C1__, etc.\nTesta så att kompilatorn hittar ordningen för samlingar med värden av några grundtyper. Kontrollera även enligt nedan att det fortfarande blir problem för egendefinierade klasser, t.ex. __C2__  (detta ska vi råda bot på i uppgift __C3__).	There are given orderings for all basic types in the standard library, such as __C0__, __C1__, etc.\nTest to ensure that the compiler finds the ordering for collections with values of some basic types. Also check according to the following that there are still issues with user-defined classes, e.g. __C2__ (we will address this in exercise __C3__).
Det finns i Scala flera olika sätt att att begränsa vilka typer du vill tillåta -- kompilatorn att hjälper dig att kontrollera detta.	There are several ways in Scala to restrict the types you want to allow -- the compiler helps you check this.
Det finns inga singelobjekt och inga kompanjonsobjekt i Java; istället kan man använda statiska klassmedlemmar.	There are no singleton objects and no companion objects in Java; instead, one can use static class members.
Det finns ingen allenarådande snabbfix att ta till när man stöter på svåra fel. Att bli en produktiv  systemutvecklare, som framgångsrikt reder ut allehanda buggar, handlar i stor utsträckning om att kombinera en bred allmänbildning inom datavetenskap med ett livslångt lärande, där varje bugg du hittar och åtgärdar ger dig nya kunskaper och erfarenheter inför framtiden.\nÄven om din bugg är irriterande, försök se den som en ny chans till ökad lärdom!	There is no one-size-fits-all quick fix when you encounter hard bugs. Becoming a productive system developer, successfully reasoning through all kinds of bugs, largely involves combining a broad general education in computer science with lifelong learning, where every bug you find and address gives you new knowledge and experiences for the future.\nEven though your bug may be irritating, try to see it as an opportunity for increased learning!
Det finns ingen motsvarighet till __C0__ för __C1__ så du behöver själv gå igenom listan och hämta elementreferenser för utskrift med en __C2__-loop.	There is no equivalent for __C0__ in __C1__, so you need to go through the list yourself and get references to elements for printing with a __C2__-loop.
Det finns ingen motsvarighet till __C0__ för __C1__ så du behöver själv gå igenom listan och hämta elementreferenser för utskrift med en __C2__-loop. Notera att efter sista elementet ska radbrytning göras i utskriften och att inget komma ska skrivas ut efter sista elementet.	There is no equivalent for __C0__ to __C1__ so you need to go through the list yourself and get references to elements for printing with a __C2__-loop. Note that a newline should be printed after the last element, and no comma should be printed after the last element.
Det finns inget nyckelord __C0__ i Java, men en s.k. annotering som ger samma kompilatorhjälp.	There is no keyword __C0__ in Java, but a so-called annotation that provides the same compiler help.
Det finns inget nyckelord __C0__ i Java, men en s.k. annotering som ger samma kompilatorhjälp. Den skrivs med ett snabel-a och stor begynnelsebokstav, så här: __C1__  före metoddeklarationen.	There is no keyword __C0__ in Java, but a so-called annotation that provides the same compiler help. It is written with a tilde and a capital letter, like this: __C1__ before the method declaration.
Det finns massor med olika språk och det kommer ständigt nya.	There are countless different languages, and new ones will keep coming.
Det finns massor med regler för cellulära automata med sina egna intressanta beteenden och tillstånd.\nGör den eller de du tycker verkar mest intressant!	There are numerous rules for cellular automata with their own interesting behaviors and states.\nTry the one or ones you think look most interesting!
Det finns mycket information på nätet om hur man skriver Java-kod och använder JDK, t.ex. på	There is a lot of information on the web about how to write Java code and use the JDK, for example on
Det finns många andra sätt att skriva mönster.	There are many other ways to write patterns.
Det finns många användbara kortkommando, varav de viktigaste visas i tabell __C0__. Det är bra om du lär dig dessa kortkommandon utantill så att ditt arbete i terminalen går snabbt och smidigt.	There are many useful shortcuts, of which the most important are shown in table __C0__. It's good to learn these shortcuts by heart so that your work in the terminal goes quickly and smoothly.
Det finns många användbara kortkommandon som gör dig snabbare och snabbare när du kodar, allteftersom du lär dig nya kortkommandon.	There are many handy shortcuts that will make you faster and faster when coding as you learn new ones.
Det finns många användbara kortkommandon som gör dig snabbare och snabbare när du kodar, allteftersom du lär dig nya kortkommandon. Ett bra tips är att du lär dig minst ett nytt kortkommando om dagen och efter ett tag kan du riktigt många. Här finns en sammanfattning av de viktigaste kortkommandona för VS Code för Linux:__C0__\n__C1____C2__\nByt ut __C3__ mot __C4__ eller __C5__ i adressen ovan för motsvarande plattform.	There are many handy shortcuts that will make you faster and faster when coding, the more you learn new shortcuts. A good tip is to learn at least one new shortcut per day, and after some time, you can really have a lot. Here's a summary of the most important shortcuts for VS Code on Linux:__C0__\n__C1____C2__\nReplace __C3__ with __C4__ or __C5__ in the address above for the corresponding platform.
Det finns många kvalitetsaspekter som är önskvärda för ett api:	There are many quality aspects that are desirable for an API:
Det finns många olika __C0__ (sätt att programmera på), till exempel:	There are many different __C0__ (ways to program), for example:
Det finns många olika byggverktyg. Några allmänt kända byggverktyg listas nedan så att du ska känna igen vilket byggverktyg som används i öppen-källkods-projekt som du stöter på, t.ex. på GitHub.	There are many different build tools. Some commonly known build tools are listed below so you can recognize which build tool is used in open-source projects that you come across, for example on GitHub.
Det finns många olika sorteringsalgoritmer	There are many different sorting algorithms
Det finns många olika sätt att ta sig igenom en labyrint.__C0____C1__Om du är intresserad, läs om olika algoritmer för att ta sig igenom en labyrint här: __C2____C3__ Ett enkelt sätt att hitta utgången, som kanske inte följer närmsta vägen, är att hålla vänster hand i vänster vägg och följa väggen med handen tills man når öppningen.	There are many different ways to get through a maze.__C0__ __C1__. If you are interested, read about different algorithms for getting through a maze here: __C2__ __C3__. One simple way to find the exit, which may not follow the shortest path, is to keep your left hand against the left wall and follow the wall with your hand until you reach the opening.
Det finns många olika sätt, några exempellösningar:	There are several different ways, some example solutions:
Det finns många olika versionshanteringsverktyg__C0____C1____C2____C3__\n som använder olika modeller för kodlagring; lokal, centraliserad, distribuerad eller kombinationer därav.	Det finns många olika versionshanteringsverktyg__C0____C1____C2____C3__\n som använder olika modeller för kodlagring; lokal, centraliserad, distribuerad eller kombinationer därav.
Det finns många sätt att beskriva färger.	There are many ways to describe colors.
Det finns många sätt att beskriva färger.\nI naturligt språk har vi olika namn på färgerna, till exempel __C0____C1__vitt__C2__, __C3____C4__rosa__C5__ och __C6____C7__magenta__C8__.\nI bildminnen i datorer är det vanligt att beskriva färger som en blandning av __C9____C10__rött__C11__, __C12____C13__grönt__C14__ och __C15____C16__blått__C17__ i det så kallade RGB-systemet.	There are many ways to describe colors.\nIn natural language, we have different names for the colors, such as __C0____C1__white__C2__, __C3____C4__pink__C5__, and __C6____C7__magenta__C8__.\nIn computer memory, it is common to describe colors as a mixture of __C9____C10__red__C11__, __C12____C13__green__C14__, and __C15____C16__blue__C17__ in the so-called RGB system.
Det finns möjligheter i Scala att låta kompilatorn kontrollera om undantag hanteras med s.k. __C0____C1__kontrollerade undantag	There are possibilities in Scala to let the compiler check if exceptions are handled with so-called __C0__ __C1__ checked exceptions
Det finns också ett påbörjat kommando __C0__ som är tänkt att spela ett ackord, men som än så länge bara skriver ut ett meddelande. Gör så att användaren med __C1__ kan spela ackord från olika instrument enligt nedan:	There is also an unfinished command __C0__ that is intended to play a chord, but which so far only prints a message. Make it so that the user with __C1__ can play chords from different instruments as follows:
Det finns också något som heter __C0__  där __C1__ gör så att typkonstruktorn __C2__ blir en kontextparameter	There is also something called __C0__ where __C1__ makes the type constructor __C2__ a context parameter.
Det finns också något som heter __C0__  där __C1__ gör så att typkonstruktorn __C2__ blir en kontextparameter __C3____C4__-- mer om det senare i avsnittet om kontextuella abstraktioner.	There is also something called __C0__ where __C1__ makes the type constructor __C2__ a contextual parameter __C3__ __C4__ -- more about that later in the section on contextual abstractions.
Det finns också något som heter __C0____C1__kontextgräns__C2__  där __C3__ gör så att typkonstruktorn __C4__ blir en kontextparameter	Det finns också något som heter __C0____C1__kontextgräns__C2__  där __C3__ gör så att typkonstruktorn __C4__ blir en kontextparameter
Det finns också något som heter __C0____C1__kontextgräns__C2__  där __C3__ gör så att typkonstruktorn __C4__ blir en kontextparameter __C5____C6__-- mer om det senare i avsnittet om kontextuella abstraktioner.	Det finns också något som heter __C0____C1__kontextgräns__C2__  där __C3__ gör så att typkonstruktorn __C4__ blir en kontextparameter __C5____C6__-- mer om det senare i avsnittet om kontextuella abstraktioner.
Det finns också verktygsstöd för att göra sådana kontroller.	There is also tool support for making such controls.
Det finns också äpplen, bananer och monster.	There are also apples, bananas, and monsters.
Det finns ofta en färdig metod som gör det man vill	There is often a ready-made method that does what you want
Det finns ofta många olika sätt att åstadkomma samma sak, och din lösningsvariant kan vara lika bra som den i facit -- använd REPL för att verifiera att din lösning fungerar.	Det finns ofta många olika sätt att åstadkomma samma sak, och din lösningsvariant kan vara lika bra som den i facit -- använd REPL för att verifiera att din lösning fungerar.
Det finns olika system för hur man färgsätter pixlar. T.ex. så används CMYK-systemet (cyan, magenta, gul, svart) vid blandning av färg som ska tryckas på papper eller annat material. På en dator, däremot, används vanligtvis RGB-systemet, som har de tre grundfärgerna röd, grön och blå. Mättnaden av varje grundfärg anges av ett heltal som vi i fortsättningen förutsätter ligger i intervallet [0, 255]. 0 anger ''ingen färg'' och 255 anger ''maximal färg''. Man kan därmed representera 256 × 256 × 256 = 16 777 216 olika färgnyanser. Man kan också representera gråskalor; det gör man med färger som har samma värde på alla tre \ngrundfärgerna: (0, 0, 0) är helt svart, (255, 255, 255) är helt vitt.	There are different systems for how pixels are colored. For example, the CMYK system (cyan, magenta, yellow, black) is used for mixing colors that need to be printed on paper or other materials. On a computer, however, the RGB system is typically used, which has the three primary colors red, green, and blue. The intensity of each primary color is specified by an integer that we assume in the following lies in the interval [0, 255]. 0 indicates ``no color'' and 255 indicates ``maximum color.'' Thus, one can represent 256 × 256 × 256 = 16,777,216 different color shades. One can also represent grayscale; this is done with colors that have the same value for all three primary colors: (0, 0, 0) is completely black, (255, 255, 255) is completely white.
Det finns olika sätt att köra igång huvudprogrammet i ett projekt i VS Code:	There are different ways to run the main program in a project in VS Code:
Det finns på nätplatsen __C0__ en mycket omfattande koddatabas, som är sökbar här __C1__, med en massa användbara öppenkällkodsprojekt.	On the website __C0__ there is a very extensive code database, searchable here __C1__, with a lot of useful open-source projects.
Det finns på nätplatsen __C0____C1__Maven Central__C2__ en mycket omfattande koddatabas, som är sökbar här __C3__, med en massa användbara öppenkällkodsprojekt.	Det finns på nätplatsen __C0____C1__Maven Central__C2__ en mycket omfattande koddatabas, som är sökbar här __C3__, med en massa användbara öppenkällkodsprojekt.
Det finns redan en inbygg metod __C0__ i singelobjektet __C1__ i paketet __C2__.	There is already an embedded method __C0__ in the singleton object __C1__ in the package __C2__.
Det finns sedan 2022 ett nytt smidigt kommandoradsgränssnitt  för att kompilera, exekvera och paketera Scala-program som kallas __C0____C1__Scala CLI__C2__. Om du installerar Scala-verktygen enligt instruktioner på kurshemsidan under ''Verktyg'', __C3__ så medföljer Scala CLI.	Since 2022, there is a new convenient command-line interface for compiling, executing and packaging Scala programs called __C0____C1__Scala CLI__C2__. If you install the Scala tools according to the instructions on the course website under ''Tools'', __C3__, then Scala CLI comes bundled.
Det finns som vi såg i förra uppgiften inbyggt stöd i JVM för att hantera när program avbryts på oväntade sätt, t.ex. på grund av division med noll eller ej förväntade indata från användaren.	As we saw in the previous task, there is built-in support in the JVM for handling situations where programs are unexpectedly terminated, such as when dividing by zero or unexpected input from the user.
Det finns som vi såg i förra uppgiften inbyggt stöd i JVM för att hantera när program avbryts på oväntade sätt, t.ex. på grund av division med noll eller ej förväntade indata från användaren. Spara koden nedan__C0____C1____C2____C3__ i en fil med namnet __C4__ och kompilera med __C5__ i terminalen.	There is built-in support in the JVM for handling unexpected program termination, such as division by zero or unexpected user input. Save the code below__C0____C1____C2____C3__ in a file named __C4__ and compile with __C5__ in the terminal.
Det finns stöd i JVM för att åstadkomma uppdateringar som inte kan avbrytas av andra trådar under pågånde minnesskrivning.	There is support in the JVM for achieving updates that cannot be interrupted by other threads during ongoing memory writing.
Det finns tre typer av listor i __C0____C1____C2__: punktlistor, numrerade listor och beskrivningslistor.	There are three types of lists in __C0__ __C1__ __C2__: unordered lists, ordered lists, and description lists.
Det finns tre typer av listor i __C0____C1____C2__: punktlistor, numrerade listor och beskrivningslistor. Hur skapar du var och en av dessa?	There are three types of lists in __C0____C1____C2__: bullet lists, numbered lists, and description lists. How do you create each of these?
Det finns två __C0____C1__principiellt olika__C2__ sorters __C3____C4__likhet__C5__:	There are two __C0____C1__principally different__C2__ sorts of __C3____C4__equality__C5__:
Det finns två buggar i algoritmen.	There are two bugs in the algorithm.
Det finns två olika sätt att använda Kojo:	There are two different ways to use Kojo:
Det finns två olika typer av __C0__-satser i Java som kan göra detta:	There are two different types of __C0__ statements in Java that can do this:
Det finns två spelare: __C0__ och __C1__.	There are two players: __C0__ and __C1__.
Det finns väldigt många olika ackordnamn, men här begränsar vi oss för enkelhetens skull till fyra olika typer av ackord: __C0____C1__Om du vill veta mer om ackordnamn läs här:	There are many different chord names, but here we limit ourselves for simplicity's sake to four different types of chords: __C0__ __C1__. If you want to know more about chord names read here:
Det finns även en smidig metod __C0__ på objekt av typen __C1__ där man kan skicka med kod som körs om det uppstår en undantagssituation.	There is also a convenient method __C0__ on objects of type __C1__ where you can send code that runs if an exception situation occurs.
Det finns även ett smidigt tillägg till VS Code som heter Remote-WSL som gör att du kan editera filer i Windows som finns i WSL, se vidare här:	There is also a convenient extension to VS Code called Remote-WSL that allows you to edit files in Windows that are located in WSL, see more here:
Det finns även många andra grafiska användargränssnitt till git, t.ex. __C0__. Se fler exempel här:	There are also many other graphical user interfaces for Git, such as __C0__. See more examples here:
Det finns, som syns ovan, också ett påbörjat kommando __C0__ som är tänkt att spela ett ackord, men som än så länge bara skriver ut ett TODO-meddelande. Gör så att användaren med __C1__ kan spela ackord från olika instrument enligt nedan:	There is, as seen above, also a partially started command __C0__ that is intended to play a chord, but which still only prints a TODO message. Make it so that the user can play chords from different instruments as follows using __C1__:
Det funkar dock inte med en vanlig __C0__ i vår multitrådade webbserver, eftersom den inte är __C1____C2__trådsäker__C3__ . Med trådosäkra föränderliga datastrukturer blir det samma besvärliga beteende som i uppgift __C4__.	It doesn't work with a regular __C0__ in our multithreaded web server, because it is not __C1____C2__thread-safe__C3__. With thread-safe mutable data structures, we get the same troublesome behavior as in assignment __C4__.
Det får __C0__ vara __C1__ vilket värde som ska framkallas.	It can __C0__ be __C1__ any value that should be invoked.
Det får __C0__ vara tvetydigt vilket givet värde som ska framkallas:\n__C1__\nLäs mer om kontexuella abstraktioner här:	Det får __C0__ vara tvetydigt vilket givet värde som ska framkallas:\n__C1__\nLäs mer om kontexuella abstraktioner här:
